CID,TABCD,LCD,CLASS,TCD,STCD,JUNCTIONNUMBER,RNID,N1ID,N2ID,POL_LCD,OTH_LCD,SEG_LCD,ROA_LCD,INPOS,INNEG,OUTPOS,OUTNEG,PRESENTPOS,PRESENTNEG,DIVERSIONPOS,DIVERSIONNEG,XCOORD,YCOORD,INTERRUPTSROAD,URBAN,JNID
25,1,26209,P,1,11,,,2791,,14388,,,26208,1,1,1,1,1,1,,,896056,3962321,,0,
25,1,6424,P,1,11,,46035,66947,,4,,,424,1,1,1,1,1,1,,,1337834,4236050,,0,
25,1,16216,P,1,11,,,26439,,71,,,16211,1,1,1,1,1,1,,,821424,4483527,,0,
25,1,8983,P,1,11,,26255,11803,,52,,,633,1,1,1,1,1,1,,,982347,4537069,,0,
25,1,24817,P,1,11,,,30889,,81,,,24812,1,1,1,1,1,1,,,1798911,4014639,,0,
25,1,42143,P,1,11,,48329,5387,,8,,,826,1,1,1,1,1,1,,,1617412,4059903,,0,
25,1,30861,P,1,11,,76785,56503,,27,,,30853,1,1,1,1,1,1,,,979121,4491338,,0,
25,1,18187,P,1,11,,15735,67565,,41883,,,18186,1,1,1,1,1,1,,,1136939,4434402,,0,
25,1,20681,P,1,11,,51667,48295,,52,,,20676,1,1,1,1,1,1,,,991505,4519686,,0,
25,1,31628,P,1,11,,,11489,,9,,,31627,1,1,1,1,1,1,,,1554233,4074656,,0,
25,1,26745,P,1,11,,5085,64699,,41884,,,26738,1,1,1,1,1,1,,,902479,4552430,,0,
25,1,20128,P,1,11,,,39647,,41880,,,20124,1,1,1,1,1,1,,,1455560,4210566,,0,
25,1,21845,P,1,11,,18309,24079,,41888,,,21844,1,1,1,1,1,1,,,1084474,4355908,,0,
25,1,24894,P,1,11,,,25383,,81,,,24891,1,1,1,1,1,1,,,1831359,4030694,,0,
25,1,24900,P,1,11,,,73717,,81,,,24898,1,1,1,1,1,1,,,1851336,4010554,,0,
25,1,21223,P,1,11,,,68065,,74,,,21205,1,1,1,1,1,1,,,798961,4479665,,0,
25,1,34858,P,1,11,,52589,9407,,57,,,34848,1,1,1,1,1,1,,,1034931,4633399,,0,
25,1,41510,P,1,11,,9553,71599,,41871,,,41507,1,1,1,1,1,1,,,919548,3922374,,0,
25,1,28798,P,1,11,,,3873,,41887,,,28797,1,1,1,1,1,1,,,1394752,3792319,,0,
25,1,24573,P,1,11,,,27263,,46,,,24570,1,1,1,1,1,1,,,969301,4421132,,0,
25,1,33292,P,1,11,,15163,66205,,41864,,,33289,1,1,1,1,1,1,,,1255627,4182032,,0,
25,1,12234,P,1,11,,7761,11065,,33,,,977,1,1,1,1,1,1,,,1283654,4615963,,0,
25,1,18156,P,1,11,,53613,64991,,41883,,,18152,1,1,1,1,1,1,,,1112315,4436834,,0,
25,1,34234,P,1,11,,,34167,,87,,,34232,1,1,1,1,1,1,,,850747,4081759,,0,
25,1,14228,P,1,3,,6033,15293,,41884,,,14045,1,1,1,1,1,1,,,908545,4551555,,0,
25,1,18469,P,1,11,,72505,31243,,110,,,18465,1,1,1,1,1,1,,,1145438,4653990,,0,
25,1,20490,P,1,11,,,41337,,12,,,20483,1,1,1,1,1,1,,,1613028,3940182,,0,
25,1,39074,P,1,11,,60849,20319,,123,,,39073,1,1,1,1,1,1,,,1117816,4530348,,0,
25,1,23945,P,1,11,,17135,39899,,101,,,23942,1,1,1,1,1,1,,,1116870,4238780,,0,
25,1,32213,P,1,11,,50385,33791,,29,,,32202,1,1,1,1,1,1,,,1049918,4451109,,0,
25,1,22486,P,1,11,,,59625,,80,,,22482,1,1,1,1,1,1,,,1564257,4121491,,0,
25,1,12824,P,1,11,,58307,33657,,38,,,1061,1,1,1,1,1,1,,,1368457,4126834,,0,
25,1,36781,P,1,11,,53307,38533,,121,,,36778,1,1,1,1,1,1,,,1248495,4588010,,0,
25,1,26107,P,1,11,,,46107,,104,,,26097,1,1,1,1,1,1,,,1002402,4428944,,0,
25,1,17509,P,1,11,,72793,18263,,49,,,17507,1,1,1,1,1,1,,,964067,4554074,,0,
25,1,12862,P,1,11,,55175,64359,,41881,,,1067,1,1,1,1,1,1,,,1279313,4203074,,0,
25,1,23262,P,1,11,,48913,53051,,41885,,,23257,1,1,1,1,1,1,,,924993,4447258,,0,
25,1,20695,P,1,11,,72653,65857,,52,,,20693,1,1,1,1,1,1,,,1033149,4511150,,0,
25,1,37124,P,1,11,,28545,50287,,121,,,37119,1,1,1,1,1,1,,,1208771,4571132,,0,
25,1,8593,P,1,11,,27313,45251,,118,,,599,1,1,1,1,1,1,,,1199260,4643901,,0,
25,1,2570,P,1,11,,18697,49027,,28,,,236,1,1,1,1,1,1,,,1220819,4437846,,0,
25,1,18927,P,1,11,,,10617,,79,,,18924,1,1,1,1,1,1,,,1753976,4060497,,0,
25,1,41847,P,1,11,,70121,17253,,41877,,,41845,1,1,1,1,1,1,,,1358859,4649884,,0,
25,1,12227,P,1,11,,7761,53595,,33,,,977,1,1,1,1,1,1,,,1278965,4630848,,0,
25,1,44790,P,1,11,,47607,76551,,111,,,651,1,1,1,1,1,1,,,1087092,4587632,,0,
25,1,24739,P,1,11,,19171,53841,,38,,,24736,1,1,1,1,1,1,,,1316576,4128022,,0,
25,1,11679,P,1,11,,20905,48637,,65,,,911,1,1,1,1,1,1,,,1484012,4189855,,0,
25,1,45385,P,1,11,,18933,63249,,111,,,377,1,1,1,1,1,1,,,1166226,4600224,,0,
25,1,25437,P,1,11,,52935,25849,,103,,,25434,1,1,1,1,1,1,,,1048243,4407553,,0,
25,1,39922,P,1,11,,19063,26371,,41,,,39921,1,1,1,1,1,1,,,1221486,4232805,,0,
25,1,10214,P,1,11,,54945,32979,,51,,,751,1,1,1,1,1,1,,,904093,4602328,,0,
25,1,27370,P,1,11,,7445,28457,,41865,,,27367,1,1,1,1,1,1,,,1425698,4085583,,0,
25,1,8329,P,1,11,,13319,75627,,14,,,577,1,1,1,1,1,1,,,1583674,3816763,,0,
25,1,22055,P,1,11,,13101,45345,,41873,,,22047,1,1,1,1,1,1,,,1133299,4377052,,0,
25,1,4848,P,1,11,,56151,57353,,41878,,,335,1,1,1,1,1,1,,,743591,4490511,,0,
25,1,37308,P,1,11,,73909,7779,,41891,,,37305,1,1,1,1,1,1,,,1297920,4617773,,0,
25,1,5194,P,1,11,,20691,33143,,56,,,354,1,1,1,1,1,1,,,913623,4516385,,0,
25,1,1264,P,1,3,,1573,39915,,15,,,44822,1,1,1,1,1,1,,,1621346,3877221,,0,
25,1,27785,P,1,11,,62819,64975,,75,,,27784,1,1,1,1,1,1,,,849848,4536045,,0,
25,1,35063,P,1,11,,,30545,,82,,,35060,1,1,1,1,1,1,,,1729092,4051050,,0,
25,1,43691,P,1,10,,74349,67725,,41864,,,43687,1,1,1,1,1,1,,,1257969,4187125,,1,
25,1,5054,P,1,11,,4237,52207,,41878,,,345,1,1,1,1,1,1,,,783847,4492429,,0,
25,1,12015,P,1,11,,74105,29383,,26,,,948,1,1,1,1,1,1,,,999136,4451067,,0,
25,1,23757,P,1,11,,69391,62457,,41868,,,23754,1,1,1,1,1,1,,,875222,4442832,,0,
25,1,18372,P,1,11,,45975,33267,,110,,,18368,1,1,1,1,1,1,,,1198743,4679919,,0,
25,1,36018,P,1,11,,33713,36229,,41878,,,36013,1,1,1,1,1,1,,,755611,4501083,,0,
25,1,39069,P,1,11,,16703,60541,,123,,,39068,1,1,1,1,1,1,,,1105838,4537422,,0,
25,1,12206,P,1,11,,3177,6369,,76,,,974,1,1,1,1,1,1,,,814710,4599041,,0,
25,1,15605,P,1,11,,20665,64517,,99,,,15604,1,1,1,1,1,1,,,1206390,4336099,,0,
25,1,28829,P,1,11,,,45287,,41887,,,28827,1,1,1,1,1,1,,,1394035,3799972,,0,
25,1,40246,P,1,11,,32941,68583,,41869,,,40245,1,1,1,1,1,1,,,756891,4505316,,0,
25,1,29512,P,1,11,,,65351,,56,,,29511,1,1,1,1,1,1,,,919350,4482325,,0,
25,1,5768,P,1,11,,68079,74813,,118,,,388,1,1,1,1,1,1,,,1253250,4657618,,0,
25,1,10211,P,1,11,,54945,26887,,51,,,751,1,1,1,1,1,1,,,909342,4602521,,0,
25,1,13152,P,1,11,,56181,36001,,41883,,,400,1,1,1,1,1,1,,,1149723,4468214,,0,
25,1,8768,P,1,11,,50699,7415,,41881,,,614,1,1,1,1,1,1,,,1265572,4173165,,0,
25,1,9253,P,1,11,,21915,19823,,118,,,653,1,1,1,1,1,1,,,1204077,4645078,,0,
25,1,4980,P,1,11,,8433,21967,,74,,,341,1,1,1,1,1,1,,,801459,4420488,,0,
25,1,25717,P,1,11,,11267,30781,,62,,,25714,1,1,1,1,1,1,,,1337144,4311517,,0,
25,1,12590,P,1,11,,23985,5771,,41881,,,1028,1,1,1,1,1,1,,,1283166,4172571,,0,
25,1,41549,P,1,11,,58491,58727,,41871,,,41547,1,1,1,1,1,1,,,916264,3925987,,0,
25,1,3911,P,1,11,,53489,15615,,123,,,297,1,1,1,1,1,1,,,1089070,4544666,,0,
25,1,43570,P,1,11,,52325,46347,,41864,,,43569,1,1,1,1,1,1,,,1258415,4190344,,1,
25,1,2023,P,1,1,,69081,62077,,20,,,172,1,1,1,0,1,1,,,1477918,4077210,,0,
25,1,8224,P,1,11,,47827,74693,,41879,,,563,1,1,1,1,1,1,,,1724319,4078241,,0,
25,1,26143,P,1,11,,64961,58445,,104,,,26135,1,1,1,1,1,1,,,986010,4428041,,0,
25,1,27164,P,1,11,,,23543,,41882,,,27162,1,1,1,1,1,1,,,1408907,4086256,,0,
25,1,9198,P,1,11,,47607,57645,,123,,,651,1,1,1,1,1,1,,,1070212,4542785,,0,
25,1,7367,P,1,11,,42985,33387,,97,,,486,1,1,1,1,1,1,,,1244724,3779178,,0,
25,1,29797,P,1,11,,,35883,,56,,,29794,1,1,1,1,1,1,,,885982,4520820,,0,
25,1,8534,P,1,11,,23417,20599,,85,,,594,1,1,1,1,1,1,,,903500,3977610,,0,
25,1,4219,P,1,11,,4695,6181,,119,,,308,1,1,1,1,1,1,,,1175744,4520941,,0,
25,1,4615,P,1,11,,33023,74019,,20,,,320,1,1,1,1,1,1,,,1563351,4006965,,0,
25,1,15357,P,1,11,,12103,60625,,60,,,15346,1,1,1,1,1,1,,,1306491,4346395,,0,
25,1,22353,P,1,11,,,11093,,80,,,22349,1,1,1,1,1,1,,,1512872,4154344,,0,
25,1,28387,P,1,11,,64327,64963,,119,,,28384,1,1,1,1,1,1,,,1196050,4516997,,0,
25,1,1122,P,3,3,,60045,7201,,54,,127,,1,1,1,1,1,1,,,963464,4514210,,0,
25,1,30955,P,1,11,,56235,23437,,27,,,30952,1,1,1,1,1,1,,,921592,4468370,,0,
25,1,28544,P,1,11,,,20917,,119,,,28541,1,1,1,1,1,1,,,1207758,4531216,,0,
25,1,9176,P,1,11,,66957,26285,,124,,,650,1,1,1,1,1,1,,,1171404,4576292,,0,
25,1,34843,P,1,11,,18485,24999,,57,,,34834,1,1,1,1,1,1,,,1005507,4617024,,0,
25,1,15633,P,1,11,,44669,14837,,99,,,15629,1,1,1,1,1,1,,,1213414,4334311,,0,
25,1,16302,P,1,11,,,52701,,71,,,16301,1,1,1,1,1,1,,,822443,4495982,,0,
25,1,13964,P,1,11,,10045,56339,,9,,,13473,1,1,1,1,1,1,,,1597108,4097195,,0,
25,1,34566,P,1,11,,49725,65981,,108,,,34560,1,1,1,1,1,1,,,1103371,4354442,,0,
25,1,41781,P,1,11,,74335,45199,,41875,,,41778,1,1,1,1,1,1,,,1416591,4235150,,0,
25,1,40007,P,1,11,,58421,10267,,41869,,,40004,1,1,1,1,1,1,,,767318,4504740,,0,
25,1,4258,P,1,11,,4695,67711,,28,,,308,1,1,1,1,1,1,,,1237601,4421745,,0,
25,1,5475,P,1,11,,52609,6307,,41885,,,372,1,1,1,1,1,1,,,927123,4457521,,0,
25,1,3601,P,1,11,,65555,36537,,1109,,,288,1,1,1,1,1,1,,,1531427,4086114,,0,
25,1,29106,P,1,11,,64911,17535,,41872,,,29096,1,1,1,1,1,1,,,1336778,3813821,,0,
25,1,31343,P,1,11,,75337,18069,,33,,,31339,1,1,1,1,1,1,,,1258933,4589156,,0,
25,1,1348,P,1,1,,38665,24883,,123,,137,,1,1,1,1,1,1,,,1091291,4540805,,0,
25,1,8348,P,1,11,,1219,40227,,93,,,579,1,1,1,1,1,1,,,1512609,3795359,,0,
25,1,39469,P,1,11,,56337,23509,,124,,,39463,1,1,1,1,1,1,,,1169455,4543897,,0,
25,1,8242,P,1,11,,29243,76243,,81,,,566,1,1,1,1,1,1,,,1846150,4003698,,0,
25,1,33930,P,1,11,,,55511,,20,,,33917,1,1,1,1,1,1,,,1496599,4028564,,0,
25,1,9179,P,1,11,,66957,39705,,121,,,650,1,1,1,1,1,1,,,1183201,4577837,,0,
25,1,41934,P,1,11,,66287,29343,,41867,,,40624,1,1,1,1,1,1,,,917093,4545742,,0,
25,1,12045,P,1,11,,40081,3993,,41884,,,950,1,1,1,1,1,1,,,948605,4556016,,0,
25,1,20384,P,1,11,,,26119,,12,,,20383,1,1,1,1,1,1,,,1644827,3921574,,0,
25,1,18527,P,1,11,,36507,9899,,50,,,18524,1,1,1,1,1,1,,,997196,4559814,,0,
25,1,22135,P,1,11,,4655,579,,41873,,,22132,1,1,1,1,1,1,,,1121211,4380200,,0,
25,1,6671,P,1,11,,46623,9235,,1109,,,439,1,1,1,1,1,1,,,1494414,4105592,,0,
25,1,35435,P,1,11,,,73473,,114,,,35432,1,1,1,1,1,1,,,1253047,4242377,,0,
25,1,42950,P,1,11,,67171,13973,,41864,,,42949,1,1,1,1,1,1,,,1249841,4188248,,1,
25,1,26875,P,1,11,,27921,23043,,41884,,,26871,1,1,1,1,1,1,,,924201,4556102,,0,
25,1,9257,P,1,11,,56745,50183,,41891,,,654,1,1,1,1,1,1,,,1301020,4596822,,0,
25,1,19066,P,1,11,,,67293,,41886,,,19058,1,1,1,1,1,1,,,923779,3922680,,0,
25,1,10941,P,1,11,,23287,38541,,55,,,834,1,1,1,1,1,1,,,1093775,4503170,,0,
25,1,14407,P,1,11,,15157,65251,,86,,,516,1,1,1,1,1,1,,,894428,4018007,,0,
25,1,9034,P,1,11,,72863,59771,,111,,,636,1,1,1,1,1,1,,,1066179,4597209,,0,
25,1,44126,P,1,11,,66055,49361,,41864,,,44125,1,1,1,1,1,1,,,1263979,4186442,,1,
25,1,33328,P,1,11,,13483,50007,,41864,,,33322,1,1,1,1,1,1,,,1257563,4184860,,0,
25,1,6597,P,1,11,,26539,61085,,17,,,434,1,1,1,1,1,1,,,1471007,4129458,,0,
25,1,29973,P,1,11,,27923,75067,,113,,,29968,1,1,1,1,1,1,,,1245836,4317932,,0,
25,1,7438,P,1,11,,12735,15641,,93,,,490,1,1,1,1,1,1,,,1478630,3812018,,0,
25,1,7797,P,1,11,,52857,10265,,41886,,,512,1,1,1,1,1,1,,,903768,3939473,,0,
25,1,37986,P,1,11,,1697,11643,,41889,,,37980,1,1,1,1,1,1,,,1267316,4557252,,0,
25,1,21379,P,1,11,,,75945,,74,,,21374,1,1,1,1,1,1,,,771735,4431051,,0,
25,1,10365,P,1,11,,64601,62649,,124,,,762,1,1,1,1,1,1,,,1150368,4587549,,0,
25,1,21092,P,1,11,,,24419,,74,,,21091,1,1,1,1,1,1,,,754813,4454264,,0,
25,1,15789,P,1,11,,40831,69595,,99,,,15783,1,1,1,1,1,1,,,1165257,4356922,,0,
25,1,4328,P,1,11,,4695,35111,,67,,,308,1,1,1,1,1,1,,,1406476,4260704,,0,
25,1,11124,P,1,11,,51057,29769,,41890,,,855,1,1,1,1,1,1,,,1361688,4302362,,0,
25,1,9653,P,1,11,,49471,43889,,41887,,,696,1,1,1,1,1,1,,,1409719,3773414,,0,
25,1,12810,P,1,11,,41361,4343,,42756,,,1060,1,1,1,1,1,1,,,862756,4572364,,0,
25,1,28789,P,1,11,,,32055,,41887,,,28784,1,1,1,1,1,1,,,1348089,3790718,,0,
25,1,32077,P,1,11,,,12389,,14,,,32073,1,1,1,1,1,1,,,1577700,3822267,,0,
25,1,15786,P,1,11,,40831,61191,,99,,,15783,1,1,1,1,1,1,,,1156027,4362110,,0,
25,1,28781,P,1,11,,,18675,,41887,,,28779,1,1,1,1,1,1,,,1324932,3804776,,0,
25,1,45316,P,1,11,,67017,74115,,37,,,45310,1,1,1,1,1,1,,,1311942,4182925,,0,
25,1,36408,P,1,11,,,3493,,111,,,36404,1,1,1,1,1,1,,,1094444,4588503,,0,
25,1,20249,P,1,11,,17631,72327,,51,,,20244,1,1,1,1,1,1,,,909801,4575154,,0,
25,1,2386,P,3,3,,71261,11393,,41888,,,225,1,1,1,1,1,1,,,1116261,4383674,,0,
25,1,23054,P,1,11,,,67555,,37,,,23051,1,1,1,1,1,1,,,1383029,4140356,,0,
25,1,22590,P,1,11,,,51875,,80,,,22585,1,1,1,1,1,1,,,1566795,4191434,,0,
25,1,26475,P,1,11,,1587,72841,,41884,,,26473,1,1,1,1,1,1,,,882125,4554346,,0,
25,1,7920,P,1,11,,55531,49727,,73,,,525,1,1,1,1,1,1,,,813901,4556333,,0,
25,1,4563,P,1,11,,33023,60471,,41882,,,320,1,1,1,1,1,1,,,1451273,4074996,,0,
25,1,15351,P,1,11,,12103,51931,,60,,,15346,1,1,1,1,1,1,,,1325946,4350993,,0,
25,1,11864,P,1,11,,54703,38079,,15,,,929,1,1,1,1,1,1,,,1627267,3844281,,0,
25,1,37461,P,1,11,,,53899,,41891,,,37459,1,1,1,1,1,1,,,1330195,4650784,,0,
25,1,33852,P,1,11,,,1063,,20,,,33849,1,1,1,1,1,1,,,1549456,4051508,,0,
25,1,13907,P,1,11,,54791,40549,,75,,,753,1,1,1,1,1,1,,,866450,4545624,,0,
25,1,25738,P,1,11,,16079,64741,,62,,,25733,1,1,1,1,1,1,,,1313052,4331801,,0,
25,1,29437,P,1,11,,9395,66667,,26,,,29431,1,1,1,1,1,1,,,985978,4457147,,0,
25,1,29967,P,1,11,,38653,61617,,113,,,29962,1,1,1,1,1,1,,,1271030,4322473,,0,
25,1,5711,P,1,11,,72619,7257,,118,,,385,1,1,1,1,1,1,,,1228599,4620336,,0,
25,1,37483,P,1,11,,8783,23685,,41891,,,37480,1,1,1,1,1,1,,,1337345,4592162,,0,
25,1,7771,P,1,11,,8303,37533,,85,,,509,1,1,1,1,1,1,,,884121,4027425,,0,
25,1,30146,P,1,11,,18451,25143,,113,,,30138,1,1,1,1,1,1,,,1250817,4282359,,0,
25,1,2390,P,1,3,,64271,24133,,41883,,,227,1,1,0,1,1,1,,,1136201,4453346,,0,
25,1,28575,P,1,11,,,48425,,119,,,28570,1,1,1,1,1,1,,,1179268,4519645,,0,
25,1,37960,P,1,11,,72529,49999,,41889,,,37959,1,1,1,1,1,1,,,1206877,4514224,,0,
25,1,26594,P,1,11,,14093,63179,,41884,,,26590,1,1,1,1,1,1,,,887406,4558197,,0,
25,1,38740,P,1,11,,52707,64387,,123,,,38738,1,1,1,1,1,1,,,1080378,4555064,,0,
25,1,31731,P,1,11,,,2975,,95,,,31730,1,1,1,1,1,1,,,1455319,3695899,,0,
25,1,33275,P,1,11,,12531,22205,,41864,,,33271,1,1,1,1,1,1,,,1247073,4194172,,0,
25,1,44185,P,1,11,,76419,76857,,41864,,,44183,1,1,1,1,1,1,,,1248117,4182019,,1,
25,1,13101,P,1,11,,21869,71793,,104,,,1100,1,1,1,1,1,1,,,1003603,4426432,,0,
25,1,8618,P,1,11,,45359,905,,114,,,602,1,1,1,1,1,1,,,1236033,4255882,,0,
25,1,7943,P,1,11,,72237,26863,,73,,,526,1,1,1,1,1,1,,,809853,4546797,,0,
25,1,32529,P,1,11,,,52987,,39,,,32527,1,1,1,1,1,1,,,1270158,4225528,,0,
25,1,2725,P,1,1,,47389,17391,,56,,,245,1,1,1,1,1,1,,,913411,4519394,,0,
25,1,7876,P,1,11,,44785,18227,,87,,,517,1,1,1,1,1,1,,,894798,4068457,,0,
25,1,25831,P,1,11,,8689,58595,,55,,,25828,1,1,1,1,1,1,,,1094291,4519808,,0,
25,1,15049,P,1,11,,,20695,,72,,,15044,1,1,1,1,1,1,,,843673,4502216,,0,
25,1,36726,P,1,11,,35145,62317,,121,,,36720,1,1,1,1,1,1,,,1228828,4596671,,0,
25,1,4043,P,1,11,,3709,33029,,111,,,298,1,1,1,1,1,1,,,1106176,4591749,,0,
25,1,37656,P,1,11,,36415,57957,,41891,,,37655,1,1,1,1,1,1,,,1325394,4609352,,0,
25,1,6907,P,1,11,,56341,46899,,20,,,458,1,1,1,1,1,1,,,1564454,4007186,,0,
25,1,17536,P,1,11,,52467,44253,,49,,,17531,1,1,1,1,1,1,,,973095,4558736,,0,
25,1,32096,P,1,11,,,47517,,14,,,32095,1,1,1,1,1,1,,,1607790,3819406,,0,
25,1,44645,P,1,9,,60929,575,,55,,,44644,1,1,1,1,1,1,,,1073258,4515438,,0,
25,1,7652,P,1,11,,59013,13095,,87,,,501,1,1,1,1,1,1,,,943124,4106521,,0,
25,1,40797,P,1,11,,65487,32027,,41867,,,40782,1,1,1,1,1,1,,,919212,4549625,,0,
25,1,11975,P,1,11,,59681,42457,,41889,,,940,1,1,1,1,1,1,,,1200711,4549412,,0,
25,1,37105,P,1,11,,6675,70347,,121,,,37097,1,1,1,1,1,1,,,1208844,4561585,,0,
25,1,15889,P,1,11,,50009,25541,,41890,,,15886,1,1,1,1,1,1,,,1367801,4303254,,0,
25,1,16054,P,1,11,,49779,40977,,41890,,,16041,1,1,1,1,1,1,,,1370901,4314488,,0,
25,1,7554,P,1,11,,20799,13061,,41887,,,496,1,1,1,1,1,1,,,1345796,3797062,,0,
25,1,38456,P,1,11,,19301,41377,,41874,,,38454,1,1,1,1,1,1,,,1224003,4549748,,0,
25,1,31071,P,1,11,,61755,25521,,105,,,31065,1,1,1,1,1,1,,,1070788,4376375,,0,
25,1,43364,P,1,8,,5283,65999,,41864,,,43362,1,1,1,1,1,1,,,1241445,4191400,,1,
25,1,39249,P,1,11,,33917,8423,,123,,,39245,1,1,1,1,1,1,,,1074802,4552213,,0,
25,1,35772,P,1,11,,23121,15427,,41878,,,35769,1,1,1,1,1,1,,,758141,4502011,,0,
25,1,35627,P,1,11,,7207,5733,,41878,,,35620,1,1,1,1,1,1,,,755139,4499914,,0,
25,1,15141,P,1,11,,18485,68879,,60,,,15137,1,1,1,1,1,1,,,1305908,4352867,,0,
25,1,35590,P,1,11,,64641,70927,,41878,,,35581,1,1,1,1,1,1,,,749576,4488805,,0,
25,1,5785,P,1,11,,15437,35623,,124,,,390,1,1,1,1,1,1,,,1160878,4558156,,0,
25,1,4825,P,1,11,,66021,42879,,74,,,333,1,1,1,1,1,1,,,689845,4442185,,0,
25,1,21095,P,1,11,,,9831,,74,,,21091,1,1,1,1,1,1,,,761060,4453595,,0,
25,1,41994,P,1,11,,37797,10455,,87,,,1025,1,1,1,1,1,1,,,927948,4080215,,0,
25,1,33382,P,1,11,,19037,65789,,41864,,,33378,1,1,1,1,1,1,,,1247035,4186042,,0,
25,1,41750,P,1,11,,39403,59193,,41875,,,41748,1,1,1,1,1,1,,,1413303,4232948,,0,
25,1,8219,P,1,11,,47827,50275,,41879,,,563,1,1,1,1,1,1,,,1693219,4094917,,0,
25,1,8623,P,1,11,,45359,46249,,114,,,602,1,1,1,1,1,1,,,1221108,4268868,,0,
25,1,33664,P,1,11,,62767,69715,,120,,,33661,1,1,1,1,1,1,,,1219097,4502669,,0,
25,1,17892,P,1,11,,959,5971,,41883,,,17891,1,1,1,1,1,1,,,1150609,4450001,,0,
25,1,30112,P,1,11,,47905,39333,,113,,,30108,1,1,1,1,1,1,,,1252268,4298133,,0,
25,1,21241,P,1,11,,,36333,,74,,,21237,1,1,1,1,1,1,,,764441,4444164,,0,
25,1,29541,P,1,11,,907,44939,,56,,,29539,1,1,1,1,1,1,,,894766,4520217,,0,
25,1,9258,P,1,11,,56745,48731,,41891,,,654,1,1,1,1,1,1,,,1303068,4595349,,0,
25,1,33147,P,1,11,,66109,29279,,41864,,,33145,1,1,1,1,1,1,,,1256515,4190752,,0,
25,1,10511,P,1,11,,61939,10879,,62,,,775,1,1,1,1,1,1,,,1298772,4317875,,0,
25,1,9366,P,1,11,,44673,23295,,39,,,662,1,1,1,1,1,1,,,1329258,4262776,,0,
25,1,29744,P,1,11,,,47763,,56,,,29742,1,1,1,1,1,1,,,867898,4504855,,0,
25,1,34830,P,1,11,,42317,60917,,57,,,34826,1,1,1,1,1,1,,,937928,4628614,,0,
25,1,31124,P,1,11,,,17971,,105,,,31123,1,1,1,1,1,1,,,1062148,4371026,,0,
25,1,21822,P,1,11,,4743,7883,,41888,,,21811,1,1,1,1,1,1,,,1108452,4366456,,0,
25,1,40213,P,1,11,,9347,62901,,41869,,,40211,1,1,1,1,1,1,,,771598,4509416,,0,
25,1,42471,P,1,11,,51837,42053,,41867,,,42470,1,1,1,1,1,1,,,924081,4546185,,0,
25,1,4619,P,1,11,,33023,10621,,9,,,320,1,1,1,1,1,1,,,1576585,3993670,,0,
25,1,12934,P,1,11,,59821,24181,,65,,,1078,1,1,1,1,1,1,,,1463482,4164865,,0,
25,1,9867,P,1,11,,53423,14353,,26,,,716,1,1,1,1,1,1,,,989550,4454048,,0,
25,1,35510,P,1,11,,65727,70925,,41878,,,35507,1,1,1,1,1,1,,,793820,4503858,,0,
25,1,19358,P,1,11,,59295,26903,,65,,,19350,1,1,1,1,1,1,,,1495600,4173870,,0,
25,1,11758,P,1,11,,9133,62921,,67,,,920,1,1,1,1,1,1,,,1371227,4259850,,0,
25,1,21504,P,1,11,,,23847,,92,,,21503,1,1,1,1,1,1,,,1435155,3777070,,0,
25,1,25143,P,1,11,,69115,7871,,53,,,25131,1,1,1,1,1,1,,,928735,4601754,,0,
25,1,11400,P,1,11,,52415,25645,,72,,,884,1,1,1,1,1,1,,,841379,4510178,,0,
25,1,16517,P,1,11,,,16437,,1109,,,16509,1,1,1,1,1,1,,,1487670,4086950,,0,
25,1,10858,P,1,11,,27937,57207,,57,,,825,1,1,1,1,1,1,,,955065,4605809,,0,
25,1,36536,P,1,11,,,14437,,111,,,36534,1,1,1,1,1,1,,,1131482,4601639,,0,
25,1,8267,P,1,11,,11795,54879,,8,,,569,1,1,1,1,1,1,,,1654009,4040459,,0,
25,1,9562,P,1,11,,23805,21313,,12,,,684,1,1,1,1,1,1,,,1625771,3940745,,0,
25,1,15731,P,1,11,,19161,28335,,99,,,15730,1,1,1,1,1,1,,,1168724,4373575,,0,
25,1,14859,P,1,11,,,13431,,72,,,14849,1,1,1,1,1,1,,,865388,4467436,,0,
25,1,44735,P,1,8,,76057,75725,,51,,,42724,1,1,1,1,1,1,,,906546,4567966,,0,
25,1,13099,P,1,11,,21869,61645,,104,,,1100,1,1,1,1,1,1,,,1012999,4434044,,0,
25,1,14054,P,1,11,,10083,62027,,41884,,,14053,1,1,1,1,1,1,,,904377,4549087,,0,
25,1,14990,P,1,11,,,69733,,72,,,14983,1,1,1,1,1,1,,,840187,4506488,,0,
25,1,24217,P,1,11,,,40901,,44,,,24216,1,1,1,1,1,1,,,762597,4380907,,0,
25,1,44973,P,1,11,,8111,61709,,41887,,,44971,1,1,1,1,1,1,,,1391697,3785540,,0,
25,1,16002,P,1,11,,64761,4825,,41890,,,15998,1,1,1,1,1,1,,,1350442,4307598,,0,
25,1,6144,P,1,11,,23331,21057,,113,,,408,1,1,1,1,1,1,,,1201382,4294263,,0,
25,1,34159,P,1,11,,,30353,,87,,,34158,1,1,1,1,1,1,,,846350,4040773,,0,
25,1,17273,P,1,11,,16183,18557,,118,,,17270,1,1,1,1,1,1,,,1227268,4610156,,0,
